CloneID	Chromosome	Start	End	Case1.test	Case1.ref
A_14_P123067	19	37572840	37572899	216.5	129.5
A_14_P123068	04	154547342	154547401	521.5	333.5
A_14_P123069	11	126048050	126048109	573.5	318
A_14_P123070	01	209857100	209857159	590.5	313.5
A_14_P123071	18	38754680	38754737	281	161
A_14_P123072	04	2033990	2034049	270	184
A_14_P123074	13	27436123	27436182	439	289
A_14_P123075	02	150057160	150057219	652	349
A_14_P123076	21	17145790	17145849	277	185
A_14_P123077	02	136705725	136705784	579.5	277
A_14_P123078	X	46199043	46199102	178	147
A_14_P123080	21	32735788	32735847	770	403
A_14_P123081	07	92291200	92291259	455	226
A_14_P123082	01	46812717	46812776	934	453
A_14_P123083	16	76571264	76571323	228	137.5
A_14_P123084	07	43427539	43427598	496	247
A_14_P123085	01	39663341	39663393	732	376
A_14_P123086	11	32395676	32395730	601	421
A_14_P123087	12	47780662	47780712	699	360.5
A_14_P123088	04	2969303	2969362	379.5	236
A_14_P123089	02	43982705	43982764	425.5	180
A_14_P123090	01	157907161	157907210	683	318
A_14_P123091	10	123843333	123843392	284	221
A_14_P123092	19	12635600	12635645	294	175
A_14_P123093	19	17800608	17800667	551	264
A_14_P123094	19	1348791	1348843	650.5	435
A_14_P123095	06	1608380	1608439	212.5	141
A_14_P123096	09	123420377	123420436	591.5	338.5
A_14_P123097	06	18080314	18080373	304	173
A_14_P123098	07	64713958	64714017	201	122
A_14_P123099	08	132736843	132736902	383	226
A_14_P123100	10	78680952	78681011	633.5	552
A_14_P123101	X	112230891	112230950	387.5	270
A_14_P123102	20	54206495	54206554	419	206
A_14_P123103	15	20636478	20636537	625.5	308.5
A_14_P123104	04	4529160	4529219	343	204
A_14_P123105	07	138045451	138045510	418	207.5
A_14_P123106	10	33205339	33205398	467	362
A_14_P123107	15	29418694	29418753	412.5	237.5
A_14_P123108	20	60205864	60205923	619	289
A_14_P123109	08	135765683	135765742	283	163
A_14_P123110	20	33357874	33357923	786	408
A_14_P123111	17	1315406	1315465	602	243
A_14_P123112	02	164879282	164879341	785.5	416.5
A_14_P123113	05	168021415	168021474	408	226
A_14_P123114	09	68763996	68764055	471	268
A_14_P123115	12	101237658	101237717	345.5	140.5
A_14_P123116	03	80245329	80245388	388	222
A_14_P123117	13	90124093	90124152	310.5	172.5
A_14_P123118	10	135100791	135100850	300	243.5
A_14_P123119	01	110166371	110166423	476	224
A_14_P123120	15	48206961	48207020	789	382.5
A_14_P123121	01	44148658	44148716	453	218
A_14_P123122	21	46801540	46801599	566	358.5
A_14_P123123	13	67762170	67762229	444.5	245.5
A_14_P123124	09	17841059	17841118	244	147
A_14_P123125	10	24873451	24873510	253	187
A_14_P123126	10	103524624	103524683	209	141.5
A_14_P123127	11	97992553	97992612	353.5	222
A_14_P123129	05	87086298	87086357	149	101
A_14_P123130	08	67174560	67174619	698	467.5
A_14_P123131	21	37381370	37381429	581	320
A_14_P123132	19	6107502	6107559	292	156.5
A_14_P123133	08	143574914	143574973	123.5	80
A_14_P123134	15	58610250	58610304	433	248
A_14_P123137	11	80046634	80046693	510	325
A_14_P123140	03	122444765	122444824	398	217
A_14_P123141	19	34717769	34717828	283	173
A_14_P123142	01	62086035	62086093	687.5	353.5
A_14_P123143	01	13612563	13612622	535	238
A_14_P123144	17	24081725	24081778	894	416
A_14_P123145	01	89892579	89892638	415	195
A_14_P123146	02	183820742	183820801	969.5	520.5
A_14_P123147	03	52534911	52534961	705.5	439
A_14_P123148	18	70565916	70565975	356	158
A_14_P123149	Y	21986980	21987038	147	90
A_14_P123150	X	15123515	15123574	280	220
A_14_P123151	03	191430601	191430660	253	182
A_14_P123152	06	86378862	86378921	761.5	435.5
A_14_P123153	03	105629860	105629919	446	273
A_14_P123154	13	23975262	23975314	231	150
A_14_P123155	16	21155570	21155629	424.5	236
A_14_P123156	06	37457062	37457114	291	166
A_14_P123158	11	75917083	75917142	355.5	195
A_14_P123159	09	9793920	9793979	505	323
A_14_P123160	06	90704713	90704772	180	104
A_14_P123161	01	115288090	115288147	518	225
A_14_P123162	03	101315447	101315506	238	141.5
A_14_P123165	04	154692905	154692964	655	453
A_14_P123166	06	53821379	53821438	340	193
A_14_P123167	05	113747672	113747731	936.5	617
A_14_P123168	15	70057577	70057636	740	384
A_14_P123169	02	99211856	99211915	429	226
A_14_P123170	04	186766425	186766484	261	157.5
A_14_P123171	21	39334265	39334324	1200.5	702.5
A_14_P123172	11	113778817	113778876	1813	1110.5
A_14_P123173	18	42814374	42814421	553	287.5
A_14_P123174	02	70516236	70516295	393.5	214.5
A_14_P123175	04	2914556	2914615	162	82
A_14_P123176	08	78058403	78058462	257	156
A_14_P123177	17	69982273	69982317	1188	480
A_14_P123178	01	95327757	95327816	943.5	499
A_14_P123179	11	3109970	3110029	310.5	163.5
A_14_P123180	17	24637991	24638050	922.5	424.5
A_14_P123182	11	71305189	71305248	821.5	379
A_14_P123183	06	110884344	110884403	560.5	346
A_14_P123184	06	33149295	33149346	892.5	628
A_14_P123185	11	68280954	68281013	441	278.5
A_14_P123186	07	95699854	95699913	429.5	209
A_14_P123187	07	150959071	150959130	688.5	286
A_14_P123188	09	124750266	124750322	231.5	158
A_14_P123189	10	130403527	130403586	372	293
A_14_P123190	11	43733024	43733083	880	471
A_14_P123191	06	46798460	46798519	638	338
A_14_P123193	10	12030477	12030536	355	279
A_14_P123195	17	18774857	18774916	858	357
A_14_P123196	03	20007584	20007643	392	253
A_14_P123197	01	19297936	19297995	431.5	218
A_14_P123198	19	10550528	10550573	1617.5	967.5
A_14_P123199	10	69536440	69536499	205.5	160
A_14_P123200	X	131486432	131486491	331.5	238
A_14_P123201	01	54224935	54224994	314	155
A_14_P123202	07	121378694	121378753	594	337.5
A_14_P123203	17	17242047	17242106	445.5	197
A_14_P123204	02	230650206	230650265	372	190
A_14_P123205	09	121612901	121612960	856	428
A_14_P123207	06	102255955	102256014	612	406
A_14_P123208	19	1432408	1432453	1061	579
A_14_P123209	01	157153399	157153443	733	388.5
A_14_P123210	14	93573475	93573534	239	154
A_14_P123211	04	189300260	189300319	590	366
A_14_P123212	15	79606034	79606093	653.5	325
A_14_P123213	07	129113346	129113405	973	416
A_14_P123215	01	164800436	164800495	668	331
A_14_P123217	03	64575958	64576017	641	399.5
A_14_P123218	12	120220248	120220307	183	90
A_14_P123219	08	59733212	59733271	433	254
A_14_P123220	19	1104826	1104885	500.5	290.5
A_14_P123221	03	50018082	50018141	214	129
A_14_P123222	06	132901417	132901476	365	209
A_14_P123223	19	60941502	60941556	261	151
A_14_P123224	19	44113616	44113670	1116	580
A_14_P123225	18	18036377	18036436	625	339
A_14_P123226	08	68352074	68352133	485	282
A_14_P123228	22	26702446	26702505	268.5	170
A_14_P123229	05	54564231	54564279	247	174
A_14_P123230	17	7104658	7104706	819	374
A_14_P123231	02	210894873	210894932	225	124
A_14_P123232	21	23820049	23820108	257	173
A_14_P123233	15	38798382	38798441	491.5	262
A_14_P123234	04	141652208	141652253	642.5	397
A_14_P123235	09	79529845	79529904	265.5	148
A_14_P123236	05	148363959	148364016	390	215
A_14_P123237	02	30377686	30377745	362	154.5
A_14_P123238	11	65638030	65638089	607	416.5
A_14_P123240	16	3505535	3505594	602	359
A_14_P123241	08	85391861	85391920	831	497
A_14_P123242	11	66272498	66272557	345	201
A_14_P123244	04	57693427	57693486	292	171
A_14_P123245	04	71382662	71382721	567	377
A_14_P123246	13	99718942	99719001	617	316
A_14_P123247	07	26994398	26994457	745.5	368.5
A_14_P123248	13	107677944	107678003	390	229
A_14_P123250	07	5799875	5799934	736	327
A_14_P123251	06	31777041	31777094	654	418
A_14_P123252	02	202925443	202925502	966	468
A_14_P123253	18	6020061	6020120	511.5	242.5
A_14_P123254	01	216619553	216619612	337	156
A_14_P123255	05	24680502	24680561	381	254
A_14_P123256	02	234532861	234532920	600	299
A_14_P123257	17	17885418	17885477	606	246
A_14_P123258	17	673405	673464	418.5	175
A_14_P123259	18	45423715	45423774	307	152
A_14_P123260	X	99429601	99429660	235.5	161
A_14_P123261	03	129664587	129664631	254	170
A_14_P123262	12	6832174	6832222	506	247
A_14_P123263	06	116619936	116619995	824	561.5
A_14_P123264	17	37242665	37242724	458	201
A_14_P123266	19	35852516	35852575	407	256
A_14_P123268	11	43385450	43385509	193	109
A_14_P123269	03	196332472	196332531	294.5	162.5
A_14_P123270	10	64238052	64238111	426	321
A_14_P123271	01	107313019	107313078	369	174
A_14_P123272	02	99465173	99465232	846	442.5
A_14_P123273	16	55952296	55952349	498.5	235
A_14_P123274	17	8932950	8933009	553.5	237.5
A_14_P123275	X	99646173	99646232	309.5	218
A_14_P123276	17	35202643	35202702	519	205
A_14_P123277	06	88272498	88272557	459	297
A_14_P123278	X	30848996	30849055	563.5	447.5
A_14_P123279	10	71427410	71427469	478	338
A_14_P123280	03	130517311	130517359	456	261
A_14_P123281	10	106049104	106049161	162	130
A_14_P123282	06	32010153	32010212	677	380.5
A_14_P123283	08	6717927	6717986	510	270
A_14_P123284	03	159905175	159905234	442	223
A_14_P123285	14	50533677	50533736	461	368
A_14_P123287	07	63142562	63142621	512	225
A_14_P123288	18	69900171	69900230	593	324
A_14_P123289	X	37543467	37543526	321	240
A_14_P123290	01	216620566	216620625	479	255.5
A_14_P123291	08	82087843	82087902	533	312
A_14_P123292	19	6859670	6859729	811	409
A_14_P123293	08	21900826	21900885	480	256
A_14_P123294	03	78688274	78688333	836	460
A_14_P123295	13	101582092	101582151	668	334
A_14_P123296	15	73490925	73490984	236	130.5
A_14_P123297	14	104983179	104983230	309	193
A_14_P123298	18	11683002	11683061	834	434
A_14_P123299	06	43379993	43380045	419	240
A_14_P123300	X	10843288	10843347	554.5	389
A_14_P123301	17	52962017	52962076	271.5	121.5
A_14_P123303	09	105504305	105504359	646.5	387
A_14_P123304	06	2357052	2357111	363	227
A_14_P123306	04	39328580	39328639	403	215
A_14_P123307	07	126824238	126824297	630	349
A_14_P123308	13	19613922	19613972	392.5	263.5
A_14_P123309	22	37584794	37584853	473.5	250.5
A_14_P123310	02	36893800	36893853	640.5	285.5
A_14_P123311	09	13742900	13742959	511	311
A_14_P123312	02	85112482	85112541	1109	545
A_14_P123313	12	20766155	20766214	882	369.5
A_14_P123314	22	39499699	39499758	372	227
A_14_P123316	14	55128731	55128790	366	285
A_14_P123317	19	49154909	49154964	412	242
A_14_P123318	12	49141158	49141217	559	241
A_14_P123319	12	8689944	8690003	884	399
A_14_P123320	06	99888068	99888126	476.5	316
A_14_P123321	16	8797763	8797818	384	233
A_14_P123322	08	6281938	6281997	232	162
A_14_P123323	10	96295235	96295291	361	287
A_14_P123324	15	58900253	58900312	485.5	221.5
A_14_P123325	01	143897646	143897702	253	155
A_14_P123326	08	31093526	31093585	362.5	199
A_14_P123327	07	96682830	96682889	1551	872
A_14_P123329	15	44891172	44891231	378	192
A_14_P123330	08	18533278	18533337	660.5	482
A_14_P123331	05	16604245	16604304	577	346
A_14_P123332	02	175443129	175443188	386	196
A_14_P123333	12	123923261	123923320	1176	460.5
A_14_P123334	10	20546349	20546408	161	129
A_14_P123335	19	44788221	44788279	383	259
A_14_P123336	01	179921710	179921766	305	173
A_14_P123337	22	17549744	17549793	220.5	141
A_14_P123338	11	120358060	120358119	607	357
A_14_P123341	09	131563484	131563543	400	238.5
A_14_P123342	09	122716720	122716779	334	204
A_14_P123344	09	35080704	35080763	1214	683
A_14_P123345	17	21442476	21442522	435	224.5
A_14_P123346	17	42410755	42410799	2846	1521
A_14_P123347	02	27347202	27347261	460.5	236
A_14_P123348	22	34443506	34443564	372	192
A_14_P123349	20	42724315	42724367	757	283
A_14_P123350	18	49685754	49685813	342	150.5
A_14_P123351	03	8163509	8163568	519	317
A_14_P123353	10	85984629	85984688	293	243
A_14_P123354	06	41191120	41191179	980	536.5
A_14_P123355	11	42873467	42873526	953	371
A_14_P123356	16	69583469	69583528	1091.5	491
A_14_P123357	08	41631427	41631486	284.5	156.5
A_14_P123358	08	53481384	53481443	511	304
A_14_P123359	04	183365389	183365448	475	343
A_14_P123360	09	4850997	4851056	259.5	166.5
A_14_P123361	18	62896937	62896996	599	268
A_14_P123362	07	103429603	103429659	880.5	394.5
A_14_P123363	19	37823039	37823098	259	138
A_14_P123364	10	99904828	99904887	234	174
A_14_P123365	02	196846769	196846828	913	502
A_14_P123366	04	5536627	5536683	338	184
A_14_P123367	12	28402022	28402081	981	397
A_14_P123368	01	147051327	147051385	1124	603
A_14_P123369	01	190431171	190431230	668	341.5
A_14_P123370	19	17096592	17096651	399	237
A_14_P123371	01	189279992	189280051	566	281
A_14_P123372	05	95783338	95783397	364	204
A_14_P123373	01	51983190	51983249	517	261
A_14_P123374	01	239782416	239782475	654.5	296.5
A_14_P123375	01	90051594	90051653	569.5	293.5
A_14_P123376	20	60247696	60247755	264	101
A_14_P123377	13	79911534	79911593	614	336.5
A_14_P123378	12	71333040	71333099	798	357
A_14_P123379	02	136379424	136379483	209	107
A_14_P123380	11	36401752	36401811	280.5	159
A_14_P123381	05	13883687	13883744	903.5	569.5
A_14_P123382	06	167634822	167634881	277	151
A_14_P123383	08	131088424	131088483	641.5	380
A_14_P123384	22	36956266	36956325	462	262
A_14_P123385	15	38541300	38541350	659	297.5
A_14_P123386	20	814303	814362	628	360
A_14_P123387	06	73428247	73428306	565	342
A_14_P123388	16	86062178	86062237	476	259.5
A_14_P123389	12	55467467	55467526	901	375
A_14_P123390	21	44413436	44413495	460.5	254
A_14_P123391	09	17568661	17568717	462	325
A_14_P123392	12	32027217	32027276	869	350.5
A_14_P123393	11	38235321	38235380	527	346
A_14_P123394	11	46569306	46569365	800	456
A_14_P123395	18	9536925	9536984	747.5	381
A_14_P123396	21	30734700	30734746	333	214
A_14_P123397	22	36225773	36225832	275	133
A_14_P123398	12	7837178	7837237	251.5	102.5
A_14_P123399	17	77274464	77274523	565	205
A_14_P123400	10	97941710	97941769	418	311.5
A_14_P123401	02	9682425	9682484	625	314
A_14_P123402	15	20579216	20579275	345	157
A_14_P123403	X	70561927	70561986	409	249
A_14_P123404	20	32764120	32764179	535	243
A_14_P123405	22	43378387	43378446	632	342
A_14_P123406	01	26330866	26330914	572	294
A_14_P123407	09	87330242	87330301	583	354
A_14_P123408	05	8529988	8530047	324	176
A_14_P123409	09	2182590	2182649	403	270
A_14_P123410	06	101419564	101419623	380	217
A_14_P123412	02	74694651	74694695	332	169.5
A_14_P123413	12	4265188	4265247	372	174.5
A_14_P123415	08	31007887	31007946	354.5	227
A_14_P123416	12	94657939	94657998	678	295
A_14_P123417	05	38566405	38566464	362.5	187.5
A_14_P123418	06	164544314	164544373	256	162
A_14_P123419	03	127207964	127208023	368	250.5
A_14_P123420	01	227830232	227830291	656	329
A_14_P123421	19	50812952	50813009	574.5	303
A_14_P123422	09	136546714	136546762	1113.5	599.5
A_14_P123423	15	72540142	72540201	694	381
A_14_P123424	12	61186965	61187024	603	250
A_14_P123425	13	82759051	82759110	381.5	206
A_14_P123426	20	13558726	13558783	494	231
A_14_P123427	02	24392517	24392576	513	252
A_14_P123428	06	41153924	41153983	348	210
A_14_P123429	07	134327749	134327800	727	408
A_14_P123430	17	77760415	77760474	681.5	237.5
A_14_P123431	17	59926580	59926639	621	249.5
A_14_P123432	08	95208578	95208637	587	332
A_14_P123433	01	177694176	177694235	269	133
A_14_P123434	17	45803848	45803907	661	276.5
A_14_P123435	10	118908924	118908983	231.5	173.5
A_14_P123437	16	57263269	57263316	575	318
A_14_P123438	X	52576928	52576987	261	176
A_14_P123439	11	7803570	7803625	363.5	229
A_14_P123440	X	56028422	56028481	544	525
A_14_P123441	09	85871098	85871157	597	377.5
A_14_P123442	17	37255262	37255321	681.5	295
A_14_P123443	19	46318230	46318285	803	491
A_14_P123444	15	43647407	43647466	586	305
A_14_P123445	19	45815416	45815473	663	398
A_14_P123446	19	47002211	47002270	671	321
A_14_P123447	02	83363903	83363962	598	291
A_14_P123448	11	69727018	69727064	258	146
A_14_P123449	03	37408549	37408608	635	357
A_14_P123450	18	27310232	27310291	196	109
A_14_P123451	04	188660468	188660527	348	187
A_14_P123452	15	53035179	53035238	320.5	196.5
A_14_P123453	19	45391698	45391757	489	322
A_14_P123454	19	13033606	13033665	642.5	418
A_14_P123455	03	174614994	174615053	277.5	188.5
A_14_P123456	09	6923756	6923815	830.5	548.5
A_14_P123457	05	55271223	55271282	1077	508
A_14_P123459	01	207392434	207392493	899	423
A_14_P123460	14	60985688	60985747	318	239
A_14_P123461	05	10431871	10431930	226	137
A_14_P123462	10	82163567	82163618	988	625
A_14_P123463	03	179192718	179192777	658.5	420
A_14_P123464	02	43958768	43958827	1025	431
A_14_P123465	19	39924920	39924979	879	582.5
A_14_P123466	09	135600608	135600667	485.5	269
A_14_P123467	10	94702087	94702146	396	298.5
A_14_P123468	01	54934593	54934652	686	323
A_14_P123469	19	3581159	3581217	636	345
A_14_P123470	16	20471437	20471496	315	199
A_14_P123471	01	175807155	175807214	643	355
A_14_P123472	21	28889088	28889147	647	415
A_14_P123473	11	6822839	6822898	389	215
A_14_P123474	14	50157106	50157165	514.5	446
A_14_P123475	04	15226619	15226678	389	258
A_14_P123478	06	32268003	32268050	426	270
A_14_P123479	03	50301542	50301593	1264	635
A_14_P123480	11	92758251	92758310	603	357
A_14_P123481	X	31994684	31994743	415	334
A_14_P123482	02	58380369	58380428	816	416.5
A_14_P123483	01	116240121	116240180	1056.5	456.5
A_14_P123485	10	127418890	127418949	407.5	295
A_14_P123486	02	119630032	119630091	710	364
A_14_P123488	X	93693194	93693253	248	186
A_14_P123489	01	88664254	88664313	496.5	246
A_14_P123490	02	61047782	61047841	323.5	220.5
A_14_P123491	07	101486341	101486400	939	411
A_14_P123492	10	102777636	102777693	420	342
A_14_P123493	03	139701611	139701670	288.5	152
A_14_P123494	12	77719082	77719141	1137.5	519
A_14_P123495	19	34996201	34996260	449.5	227.5
A_14_P123496	10	25354332	25354391	183	145.5
A_14_P123497	15	76650760	76650819	621.5	255
A_14_P123498	02	169051253	169051312	887	469
A_14_P123499	15	71255797	71255856	421	230
A_14_P123500	02	68297230	68297289	280	145.5
A_14_P123501	11	120476074	120476133	642	379
A_14_P123502	11	3657478	3657537	407	274
A_14_P123503	08	57085098	57085155	342	209
A_14_P123504	16	52046069	52046128	540	315
A_14_P123505	09	127753756	127753813	473	238
A_14_P123506	22	39580933	39580992	299	175
A_14_P123507	09	131100144	131100203	512	310
A_14_P123508	08	48760486	48760545	973	509.5
A_14_P123509	01	175744646	175744702	239	154
A_14_P123510	20	47239185	47239244	756	364.5
A_14_P123512	20	42108015	42108074	502.5	301.5
A_14_P123513	02	80787157	80787216	713	336
A_14_P123514	01	25910891	25910950	460	238
A_14_P123515	09	7160033	7160092	370	212
A_14_P123516	14	73889267	73889326	629.5	440
A_14_P123517	16	87305787	87305841	599.5	341.5
A_14_P123518	17	10308699	10308758	898	378
A_14_P123519	08	48903308	48903367	414.5	240
A_14_P123520	03	129543056	129543112	542	331
A_14_P123521	13	97663450	97663501	362	224
A_14_P123522	01	163699466	163699525	611.5	318
A_14_P123523	13	37036625	37036684	605	343.5
A_14_P123524	15	24766439	24766498	805.5	374
A_14_P123525	11	62443276	62443334	433	282
A_14_P123526	07	30363454	30363513	466.5	239
A_14_P123527	05	74090460	74090519	365	208
A_14_P123528	02	17997449	17997508	512	219
A_14_P123530	21	39605371	39605430	490	220
A_14_P123532	01	18525821	18525880	652	349.5
A_14_P123533	18	60769154	60769213	633	314.5
A_14_P123534	09	71407327	71407386	250.5	159
A_14_P123535	07	83281432	83281491	626.5	289
A_14_P123536	16	46321495	46321554	365	205
A_14_P123537	08	35817703	35817762	546	324
A_14_P123538	14	52320411	52320470	435	283
A_14_P123539	14	92181411	92181470	1350	984
